SEMANTICOBJECT;ACTION;CREATEDAT;CREATEDBY;MODIFIEDAT;MODIFIEDBY;TITLE;APPURL;APPID;INFO;ISLAPTOP;ISTABLE;ISPHONE
Home;display;;;;;Fiori Home;/resources/ui;fiori.launchpad;;true;true;true
